"identificador";"nombre_servicio";"tipo_servicio";"distrito_asignado";"latitud";"longitud"
"PA229";"Peris i Valero - Pintor Salvador Abril (886)";"Parada EMT";"L'EIXAMPLE";39,4604251574372;-0,367811721316414
"PA230";"Glòria (parell) - Oliveral (904)";"Parada EMT";"QUATRE CARRERES";39,4221333196989;-0,364322847733274
"PA231";"Àngel Guimerà (693)";"Parada EMT";"EXTRAMURS";39,4702574368333;-0,384685106039277
"PA232";"Túria (696)";"Parada EMT";"EXTRAMURS";39,4769930055714;-0,390097844349668
"PA233";"Sant Valero (721)";"Parada EMT";"L'EIXAMPLE";39,4632365552958;-0,371780156666121
"PA234";"Conca - Bisbe Amigó (744)";"Parada EMT";"EXTRAMURS";39,4660040012273;-0,38666033981288
"PA235";"Quart - Terol (749)";"Parada EMT";"EXTRAMURS";39,4746119781127;-0,391280271303279
"PA236";"Joaquín Benlloch - Illa Cabrera (620)";"Parada EMT";"QUATRE CARRERES";39,449750689948;-0,373773480643466
"PA237";"Fonteta Sant Lluís - Algímia d'Alfara (628)";"Parada EMT";"QUATRE CARRERES";39,4516154802415;-0,370664383892197
"PA238";"Germans Maristes - Institut Jordi de Sant Jordi (654)";"Parada EMT";"QUATRE CARRERES";39,453413049884;-0,36291408374988
"PA239";"Malilla (parell) - Illa Formentera (612)";"Parada EMT";"JESUS";39,4469366928886;-0,380204008704844
"PA240";"Tres Forques - Xiva (534)";"Parada EMT";"EXTRAMURS";39,4643613024726;-0,389492526198785
"PA241";"Patraix (559)";"Parada EMT";"PATRAIX";39,4568522465325;-0,390244255843531
"PA242";"Els Centelles - Sueca (605)";"Parada EMT";"L'EIXAMPLE";39,4594523550677;-0,372790654839011
"PA243";"Malilla - Oltà (610)";"Parada EMT";"JESUS";39,4525498496035;-0,378887002002943
"PA244";"Dr. Lluch - Vicent Gallart (9)";"Parada EMT";"POBLATS MARITIMS";39,4656273138893;-0,32848401723716
"PA245";"Pintor Ferrandis - Josep Benlliure (45)";"Parada EMT";"ALGIROS";39,4719483840536;-0,329575342516722
"PA246";"Major de Natzaret - Vilanova i Piera (61)";"Parada EMT";"POBLATS MARITIMS";39,4519381523706;-0,333682547456566
"PA247";"Ramon Llull - Escultor Alfons Gabino (117)";"Parada EMT";"ALGIROS";39,475132160803;-0,347130159179495
"PA248";"Tres Creus (central) - Pare Esteban Pernet (1369)";"Parada EMT";"L'OLIVERETA";39,4673821183084;-0,406124958540653
"PA249";"Pare Esteban Pernet - Misericòrdia (1370)";"Parada EMT";"L'OLIVERETA";39,4672305866207;-0,409471463179383
"PA250";"Borbotó (1410)";"Parada EMT";"POBLATS DEL NORD";39,5141815140195;-0,388667819547646
"PA251";"Borbotó (1411)";"Parada EMT";"POBLATS DEL NORD";39,5141689167864;-0,388588329860179
"PA252";"Dr. Tomàs Sala - Gaspar Aguilar (1438)";"Parada EMT";"JESUS";39,4491040679746;-0,394472456936806
"PA253";"Malilla (imparell) - Bernat Descoll (1465)";"Parada EMT";"JESUS";39,4509575041895;-0,378838274588585
"PA254";"Pius IX - Salvador Perles (1472)";"Parada EMT";"JESUS";39,4432318995413;-0,393722220693234
"PA255";"Hospital València al Mar (1550)";"Parada EMT";"ALGIROS";39,4772464907222;-0,32976088734038
"PA256";"Constitució - Dr. Peset Aleixandre (325)";"Parada EMT";"LA SAIDIA";39,4915297418424;-0,374452701532916
"PA257";"Burjassot - Dr. Peset Aleixandre (333)";"Parada EMT";"BENICALAP";39,4883346999205;-0,389068909109032
"PA258";"la Plata - Sapadors (339)";"Parada EMT";"L'EIXAMPLE";39,4558442593246;-0,365744312543137
"PA259";"Pont de Fusta (341)";"Parada EMT";"LA SAIDIA";39,4809077774229;-0,374011090590474
"PA260";"Menéndez Pidal (parell) - Pare Ferrís (345)";"Parada EMT";"LA SAIDIA";39,4817463239749;-0,384438073399626
"PA261";"Pius XII - Bisbe Soler (407)";"Parada EMT";"CAMPANAR";39,4816932308927;-0,393394950915054
"PA262";"Pérez Galdós - Conca (439)";"Parada EMT";"EXTRAMURS";39,464925764949;-0,388386491032228
"PA263";"Brasil - Velàzquez (473)";"Parada EMT";"L'OLIVERETA";39,4724620266966;-0,400645820208834
"PA264";"Cid - Particular (486)";"Parada EMT";"L'OLIVERETA";39,4698697065107;-0,411555925929702
"PA265";"Germans Maristes - José Durán Martínez (649)";"Parada EMT";"QUATRE CARRERES";39,4536212057035;-0,363150665154636
"PA266";"Principal - Camí del Ribàs (668)";"Parada EMT";"QUATRE CARRERES";39,4326614381312;-0,362442245563472
"PA267";"Mercavalència (671)";"Parada EMT";"QUATRE CARRERES";39,4371521037731;-0,354785943727285
"PA268";"Font d'en Corts (imparell) - Matador d'en Corts (672)";"Parada EMT";"QUATRE CARRERES";39,4433602956626;-0,356750865184426
"PA269";"Jardí Botànic (695)";"Parada EMT";"EXTRAMURS";39,474943190846;-0,38801143232612
"PA270";"Mossén Miguel Tarin (parell) - Carretera de Paterna (400)";"Parada EMT";"POBLATS DE L'OEST";39,4976400928624;-0,416241604716445
"PA271";"Fira València (392)";"Parada EMT";"POBLATS DE L'OEST";39,503679547942;-0,426283614133554
"PA272";"Mossén Miguel Tarin (imparell) - Carretera de Paterna (381)";"Parada EMT";"POBLATS DE L'OEST";39,4971353463955;-0,416053209438727
"PA273";"Campament (imparell) - Joaquín Marín (395)";"Parada EMT";"POBLATS DE L'OEST";39,5014869975104;-0,422694116543009
"PA274";"Camp de Túria (imparell) - Corts Valencianes (1321)";"Parada EMT";"CAMPANAR";39,4939147644511;-0,403370815100383
"PA275";"Camí de Montcada (imparell) - Alqueria Senent (297)";"Parada EMT";"POBLATS DEL NORD";39,5215866847896;-0,386546191412779
"PA276";"Beniferri (376)";"Parada EMT";"BENICALAP";39,4910462098438;-0,399523852640102
"PA277";"Giorgeta - Ctra. D'Escrivà (434)";"Parada EMT";"EXTRAMURS";39,457997320929;-0,383933788420957
"PA278";"Tres Creus (carril bus) - Llombai (514)";"Parada EMT";"L'OLIVERETA";39,4641033544422;-0,405447962225652
"PA279";"Font d'en Corts (parell) - Mossén Palanca (849)";"Parada EMT";"QUATRE CARRERES";39,4444922715254;-0,357512038842862
"PA280";"Clariano - Palància (867)";"Parada EMT";"ALGIROS";39,4778456298959;-0,351592514918213
"PA281";"Camí de les Vaques (imparell) -  (911)";"Parada EMT";"QUATRE CARRERES";39,423549963858;-0,370426839570353
"PA282";"Carrera del Riu (imparell) - Canal (929)";"Parada EMT";"QUATRE CARRERES";39,4235646237302;-0,340901154024512
"PA283";"el Tremolar - Camí del Bracet (938)";"Parada EMT";"QUATRE CARRERES";39,4213184317063;-0,345044413492287
"PA284";"Cases de Bàrcena IV -  (953)";"Parada EMT";"POBLATS DEL NORD";39,5220221598628;-0,357753342678695
"PA285";"Jesús Morante Borràs (I) - (1007)";"Parada EMT";"QUATRE CARRERES";39,4510148902151;-0,345434552999271
"PA286";"Jesús Morante Borràs (VIII) -  (1014)";"Parada EMT";"QUATRE CARRERES";39,4478936951828;-0,343864967653553
"PA287";"Jesús Morante Borràs (X) - (1016)";"Parada EMT";"QUATRE CARRERES";39,4510117614657;-0,345267202072566
"PA288";"Comte de Torrefiel - Mestre Marçal (1125)";"Parada EMT";"RASCANYA";39,4932532911632;-0,375937054692982
"PA289";"Carrera del Riu - Trav. Pinedo a la Mar (924)";"Parada EMT";"QUATRE CARRERES";39,4216973472355;-0,340624944617836
"PA290";"Vicent Zaragozà (966)";"Parada EMT";"BENIMACLET";39,4840786864341;-0,357574085763192
"PA291";"Carters - Llanera de Ranes (974)";"Parada EMT";"JESUS";39,4527518874761;-0,388729082273377
"PA292";"Peris i Valero - Escultor Josep Capuz (1688)";"Parada EMT";"L'EIXAMPLE";39,4621326934425;-0,363177541898322
"PA293";"Camp del Túria - Marina Baixa (1700)";"Parada EMT";"CAMPANAR";39,4925824887942;-0,406692352674516
"PA294";"Túria (1574)";"Parada EMT";"EXTRAMURS";39,4771458752897;-0,389588038465875
"PA295";"Illes Canàries - Noguera (1594)";"Parada EMT";"CAMINS AL GRAU";39,4618313010173;-0,341652728304346
"PA296";"Centre de Salut Benimaclet (985)";"Parada EMT";"BENIMACLET";39,483321687118;-0,358503515030293
"PA297";"Sant Vicent Màrtir - Espanya (816)";"Parada EMT";"EXTRAMURS";39,466626904347;-0,380890077375078
"PA298";"Catalunya - Santa Cruz de la Zarza (866)";"Parada EMT";"EL PLA DEL REAL";39,4789701353145;-0,353855488048942
"PA299";"Misser Mascó - Dr. Rodríguez Fornós (870)";"Parada EMT";"EL PLA DEL REAL";39,474940688023;-0,360332184028358
"PA300";"Sant Josep de Calassanç - Alberic (760)";"Parada EMT";"EXTRAMURS";39,4664228192843;-0,387617515888724
"PA301";"Mare de Déu de Lepant (parell) - Esc. F. Siurana (666)";"Parada EMT";"QUATRE CARRERES";39,4296473198601;-0,36342193975459
"PA302";"Plaça d'Espanya (691)";"Parada EMT";"EXTRAMURS";39,4652698824661;-0,381037275168872
"PA303";"Sant Vicent Màrtir - Enginyer Josep Sirera (578)";"Parada EMT";"JESUS";39,4455890986367;-0,386778791527004
"PA304";"Real de Madrid - Carretera d'Alba (581)";"Parada EMT";"JESUS";39,4348175353952;-0,391038455783687
"PA305";"Sant Vicent Màrtir (imparell) - Arquebisbe Olaechea (591)";"Parada EMT";"JESUS";39,4442334299899;-0,387111395563098
"PA306";"Cid - Pere Maria Orts (487)";"Parada EMT";"L'OLIVERETA";39,4697198647956;-0,414158499195343
"PA307";"Mercat de Castilla (498)";"Parada EMT";"L'OLIVERETA";39,4654598049453;-0,406169071708491
"PA308";"Arxiduc Carles - Músic Gomis (543)";"Parada EMT";"PATRAIX";39,4588010240397;-0,401318457417735
"PA309";"Arquitecte Segura de Lago - Prof. Àngel Lacalle (545)";"Parada EMT";"PATRAIX";39,4554296186131;-0,404278468509155
"PA310";"Estació d'autobusos (348)";"Parada EMT";"CIUTAT VELLA";39,4800126001406;-0,387566273824795
"PA311";"Pare Ferrís - Joaquím Ballester (354)";"Parada EMT";"LA SAIDIA";39,4848981463273;-0,386399006866217
"PA312";"Campanar (373)";"Parada EMT";"CAMPANAR";39,484395892049;-0,394693342665425
"PA313";"Primat Reig (215)";"Parada EMT";"LA SAIDIA";39,4869938141931;-0,367890669287239
"PA314";"Vivers (223)";"Parada EMT";"EL PLA DEL REAL";39,477912433203;-0,366873488300374
"PA315";"Constitució - Sant Joan de la Penya (247)";"Parada EMT";"RASCANYA";39,4965349978088;-0,370815523579766
"PA316";"Sant Miquel dels Reis (259)";"Parada EMT";"RASCANYA";39,4991164823071;-0,370300351680707
"PA317";"Camí de Montcada - Dr. Peset Aleixandre (279)";"Parada EMT";"LA SAIDIA";39,4914665379102;-0,37857643440657
"PA318";"Parc de Benicalap (310)";"Parada EMT";"BENICALAP";39,4956788486687;-0,39621068808144
"PA319";"Poliesportiu Fta. Sant Lluís (650)";"Parada EMT";"QUATRE CARRERES";39,452500521724;-0,365797019365409
"PA320";"Pont dels Serrans (352)";"Parada EMT";"LA SAIDIA";39,4816431970604;-0,375359517046995
"PA321";"Estació d'autobusos (346)";"Parada EMT";"CIUTAT VELLA";39,4802119157737;-0,387708753028252
"PA322";"Poliesportiu Malilla (1354)";"Parada EMT";"L'EIXAMPLE";39,4518484254377;-0,374465534832902
"PA323";"Pont de les Drassanes (1306)";"Parada EMT";"POBLATS MARITIMS";39,4550626113372;-0,32997458280447
"PA324";"Dr. Nicasi Benlloch - Emili Nadal (1348)";"Parada EMT";"BENICALAP";39,4888752098384;-0,392265889730014
"PA325";"Blasco Ibáñez (imparell) - José María Haro (1211)";"Parada EMT";"ALGIROS";39,4710982533824;-0,33648578725819
"PA326";"Primat Reig - Xàbia (1239)";"Parada EMT";"EL PLA DEL REAL";39,4790131965102;-0,356596088318809
"PA327";"Quart - Ferran el Catòlic (698)";"Parada EMT";"EXTRAMURS";39,4749375788459;-0,38932080994882
"PA328";"Blasco Ibáñez - República Argentina (115)";"Parada EMT";"ALGIROS";39,4747509899161;-0,350892278229737
"PA329";"Sants Just i Pastor - Jose Maria Haro (1515)";"Parada EMT";"CAMINS AL GRAU";39,4674383973854;-0,339811150447767
"PA330";"Mercat de Natzaret (62)";"Parada EMT";"POBLATS MARITIMS";39,4502372984601;-0,334156177606622
"PA331";"Pere Cabanes - Sant Doménec Savio (1061)";"Parada EMT";"RASCANYA";39,494984979653;-0,375328631522056
"PA332";"Pont de les Drassanes (60)";"Parada EMT";"POBLATS MARITIMS";39,454493936024;-0,330657854280983
"PA333";"la Plata - Fonteta Sant Lluís (1356)";"Parada EMT";"L'EIXAMPLE";39,4528970746;-0,371796393899682
"PA334";"Aragó (1083)";"Parada EMT";"EL PLA DEL REAL";39,4727988632142;-0,357819395592465
"PA335";"Natzaret (1585)";"Parada EMT";"POBLATS MARITIMS";39,4474702418043;-0,331776040107925
"PA336";"Cardenal Benlloch - Sants Just i Pastor (1678)";"Parada EMT";"EL PLA DEL REAL";39,4721409241521;-0,353867178562205
"PA337";"Jacinto Benavente - Pont Angel Custodi (1763)";"Parada EMT";"L'EIXAMPLE";39,4643187691407;-0,36113485681405
"PA338";"Serradora - Port (1747)";"Parada EMT";"CAMINS AL GRAU";39,4620870669017;-0,337986593514515
"PA339";"Marítim - Serradora (1748)";"Parada EMT";"CAMINS AL GRAU";39,4640199947725;-0,336123890213226
"PA340";"Ruaya (imparell) - Visitació (1815)";"Parada EMT";"LA SAIDIA";39,4853282196437;-0,376401864131729
"PA341";"Carters - Pl. Santiago Suárez (1859)";"Parada EMT";"JESUS";39,4528168971242;-0,388417626931453
"PA342";"Direcció General de Salut Pública (1901)";"Parada EMT";"BENIMACLET";39,4811962688153;-0,352682709458043
"PA343";"Tarongers - Facultat d'Economia (1897)";"Parada EMT";"ALGIROS";39,4781154638316;-0,340036009124855
"PA344";"Ramon Llull - Leandro de Saralegui (112)";"Parada EMT";"ALGIROS";39,4752173124938;-0,347545370784279
"PA345";"Amistat (137)";"Parada EMT";"CAMINS AL GRAU";39,4703086414506;-0,349845082902236
"PA346";"Sants Just i Pastor - Peris Brell (141)";"Parada EMT";"CAMINS AL GRAU";39,4689873194719;-0,346417277717506
"PA347";"Dr. Peset Aleixandre - Montcada (1683)";"Parada EMT";"LA SAIDIA";39,4909166465747;-0,379633426184418
"PA348";"Reina - Remonta (1670)";"Parada EMT";"ALGIROS";39,4742911059233;-0,327898511572645
"PA349";"Primat Reig - Cuenca Tramoyeres (1679)";"Parada EMT";"BENIMACLET";39,4822846869036;-0,360474553754194
"PA350";"Cases de Bàrcena III - (951)";"Parada EMT";"POBLATS DEL NORD";39,5223400522263;-0,35731065632541
"PA351";"Molinell (parell) - Pintor Genaro Lahuerta (2094)";"Parada EMT";"LA SAIDIA";39,4848320953591;-0,367053127255867
"PA352";"Blasco Ibáñez - Mar Tirreno (2113)";"Parada EMT";"ALGIROS";39,4877585796915;-0,327598535826532
"PA353";"General Avilés - Pius XII (1827)";"Parada EMT";"CAMPANAR";39,4860214705243;-0,395295841814291
"PA354";"General Avilés - Conchita Piquer (1829)";"Parada EMT";"BENICALAP";39,4880194987491;-0,390596836832017
"PA355";"Gaspar Aguilar - Calvo Acacio (571)";"Parada EMT";"JESUS";39,4541198996747;-0,391738222939912
"PA356";"Federico Alcacer Aguilar - Joan XXIII (1836)";"Parada EMT";"BENICALAP";39,4952080323902;-0,384275443795263
"PA357";"Duc de Mandas - Constitució (1838)";"Parada EMT";"RASCANYA";39,494690630627;-0,370859933746354
"PA358";"Estació del Nord - Castelló (1858)";"Parada EMT";"L'EIXAMPLE";39,4662855703947;-0,376804401762795
"PA359";"Bulevard Sud- Pont (1943)";"Parada EMT";"JESUS";39,4462182051833;-0,386450693376133
"PA360";"Bulevard Sud (parell) - Malilla (1944)";"Parada EMT";"JESUS";39,4455156201119;-0,381749990730671
"PA361";"Sueca - Peris i Valero (1818)";"Parada EMT";"L'EIXAMPLE";39,4588854900481;-0,373164321324258
"PA362";"Federico Alcacer Aguilar - Poeta Serrano Clavero (1835)";"Parada EMT";"BENICALAP";39,4949828669417;-0,386254261720867
"PA363";"Uruguai - Marques de Bellet (1860)";"Parada EMT";"JESUS";39,4556704405593;-0,38685149729671
"PA364";"Gavines - Entrada Filero (2179)";"Parada EMT";"POBLATS DEL SUD";39,3019644290928;-0,291789451358754
"PA365";"Gavines (imparell) - Les Escales (2188)";"Parada EMT";"POBLATS DEL SUD";39,2852059188526;-0,281926088733525
"PA366";"Ignacio de Zuloaga - Castell de Pop (2224)";"Parada EMT";"POBLATS MARITIMS";39,4475902317629;-0,335878860697799
"PA367";"La Patacona (2248)";"Parada EMT";"ALGIROS";39,4927849564776;-0,326730201809043
"PA368";"Hospital 9 d'Octubre (2066)";"Parada EMT";"CAMPANAR";39,4784682123438;-0,402888178849615
"PA369";"Gavines - Front Entrada Ventura (2189)";"Parada EMT";"POBLATS DEL SUD";39,2883832294227;-0,283773647604498
"PA370";"Gola de Puchol (I) (2166)";"Parada EMT";"POBLATS DEL SUD";39,3572257599843;-0,320997072417459
"PA371";"Gola de Puchol (III) (2197)";"Parada EMT";"POBLATS DEL SUD";39,3545453589243;-0,322280337698767
"PA372";"La Cadena - Progrés (2270)";"Parada EMT";"ALGIROS";39,4750647926454;-0,329222220888685
"PA373";"Colón (2259)";"Parada EMT";"L'EIXAMPLE";39,4699522927404;-0,37097664648163
"PA374";"Marqués de Dosaigües (2316)";"Parada EMT";"CIUTAT VELLA";39,4733175347628;-0,37432572486281
"PA375";"Amado Granell Mesado (parell) - Antonio Sacramento (2294)";"Parada EMT";"QUATRE CARRERES";39,4526260214523;-0,360597484882995
"PA376";"Amado Granell Mesado (imparell) - Antonio Ferrandis (2296)";"Parada EMT";"QUATRE CARRERES";39,4513984381492;-0,359339877855302
"PA377";"Centre d'Investigació Príncep Felip (2050)";"Parada EMT";"CAMINS AL GRAU";39,4518931089825;-0,346238829709998
"PA378";"Barques - Pl. de l'Ajuntament (2280)";"Parada EMT";"CIUTAT VELLA";39,4703063363365;-0,375493824977013
"PA379";"Plaça de la Reina (2222)";"Parada EMT";"CIUTAT VELLA";39,4736105263109;-0,375816366897125
"PA380";"José Roca Coll - Músic Gomis (2350)";"Parada EMT";"PATRAIX";39,4592915224226;-0,398589538802047
"PA381";"Dr. Soriano Benlloch - Rafael Tenes Escrich (383)";"Parada EMT";"POBLATS DE L'OEST";39,49955546474;-0,417328295258086
"PA382";"Terramelar  (390)";"Parada EMT";"POBLATS DE L'OEST";39,5081935510246;-0,427930701584485
"PA383";"Polvorí - Campament (394)";"Parada EMT";"POBLATS DE L'OEST";39,5006583028719;-0,425126396633592
"PA384";"Brasil - Artur Piera (475)";"Parada EMT";"L'OLIVERETA";39,4707190757078;-0,395186642188347
"PA385";"Albacete - Mestre Sosa (742)";"Parada EMT";"EXTRAMURS";39,4613980953032;-0,385407735782595
"PA386";"Aiora - Mariano Ribera (758)";"Parada EMT";"EXTRAMURS";39,4646727276556;-0,393327845938348
"PA387";"Plaça Amèrica (764)";"Parada EMT";"EL PLA DEL REAL";39,4692896308588;-0,364137699043048
"PA388";"Primat Reig - Almassora (207)";"Parada EMT";"LA SAIDIA";39,4882750594753;-0,369074126366423
"PA389";"Primat Reig - Calderón de la Barca (216)";"Parada EMT";"LA SAIDIA";39,4861328565611;-0,366171206986556
"PA390";"Sant Miquel dels Reis (248)";"Parada EMT";"RASCANYA";39,4988762219529;-0,370230037480121
"PA391";"Camí nou de Picanya - Tres Creus (540)";"Parada EMT";"PATRAIX";39,4575217020324;-0,403365919744769
"PA392";"Hospital Verge del Consol (546)";"Parada EMT";"EXTRAMURS";39,4618463636443;-0,387347720710507
"PA393";"Gaspar Aguilar - Jesús (557)";"Parada EMT";"PATRAIX";39,459298257303;-0,388602516106196
"PA394";"José Soto Micó - Alcalà de Xivert (580)";"Parada EMT";"JESUS";39,4401143545531;-0,388946083868925
"PA395";"Palmaret (parell) - Montcada (2262)";"Parada EMT";"POBLATS DEL NORD";39,5176119533955;-0,386440535942525
"PA396";"General Avilés (illeta) - Pius XII (2307)";"Parada EMT";"CAMPANAR";39,4855900153481;-0,395882030935874
"PA397";"Bulevard Sud - Ausiàs March (1994)";"Parada EMT";"QUATRE CARRERES";39,4455922769799;-0,369540049557919
"PA398";"Pare Esteban Pernet  - Centre Comercial (2008)";"Parada EMT";"L'OLIVERETA";39,4670681617548;-0,41286514104078
"PA399";"Vall de la Ballestera - Eduardo Soler i Pérez (2067)";"Parada EMT";"CAMPANAR";39,4785979250832;-0,399075859548389
"PA400";"Ciutat Administrativa 9 d'Octubre (2071)";"Parada EMT";"L'OLIVERETA";39,4706419562745;-0,405044209955493
"PA401";"Vinalesa (2084)";"Parada EMT";"POBLATS DEL NORD";39,5336710493299;-0,367444214095263
"PA402";"Mare Nostrum - Mar Tirreno (2112)";"Parada EMT";"ALGIROS";39,4876523640083;-0,325783132383624
"PA403";"La Torre (586)";"Parada EMT";"JESUS";39,4273842531039;-0,393471504517992
"PA404";"Peris i Valero - Sapadors (598)";"Parada EMT";"L'EIXAMPLE";39,4588885831582;-0,370748589376557
"PA405";"Mercavalència (660)";"Parada EMT";"QUATRE CARRERES";39,437035629503;-0,355211162312992
"PA406";"Inst. Obrer de Val. (imparell) - Autopista Saler (1416)";"Parada EMT";"CAMINS AL GRAU";39,4558115927039;-0,35783792229267
"PA407";"Inst. Obrer de Val. (parell) - Amado Granell Mesado (1418)";"Parada EMT";"QUATRE CARRERES";39,4544153957753;-0,360594411382072
"PA408";"Petxina - Terol (1423)";"Parada EMT";"EXTRAMURS";39,4759735263533;-0,393586452442352
"PA409";"Carters - Calvo Acacio (975)";"Parada EMT";"JESUS";39,4500762379304;-0,389301047261026
"PA410";"Vall de la Ballestera - Pío Baroja (1662)";"Parada EMT";"CAMPANAR";39,4786780173791;-0,404093241837241
"PA411";"Fires(parell) - Cementeri (1715)";"Parada EMT";"POBLATS DE L'OEST";39,5056777619996;-0,424304744573463
"PA412";"Mestre Rodrigo - la Safor (1654)";"Parada EMT";"CAMPANAR";39,4871033938392;-0,404199061113916
"PA413";"Hospital Dr. Peset (1733)";"Parada EMT";"JESUS";39,452234043907;-0,393310768861155
"PA414";"Aras de los Olmos - Castell de Pop (1981)";"Parada EMT";"POBLATS MARITIMS";39,4484536707223;-0,333133194940089
"PA415";"Estadi Ciutat de València (1990)";"Parada EMT";"RASCANYA";39,4922583099197;-0,361475470895523
"PA416";"Doctor Álvaro López - Illa de Hierro (1773)";"Parada EMT";"ALGIROS";39,4827714223071;-0,330538025543438
"PA417";"Uruguai (imparell) - Jeroni Munyós (1783)";"Parada EMT";"EXTRAMURS";39,4597323419257;-0,385954214533639
"PA418";"Actor Antonio Ferrandis - Centre Comercial (2235)";"Parada EMT";"QUATRE CARRERES";39,4529864442983;-0,353155265744212
"PA419";"Actor Antonio Ferrandis (imparell) - Amado Granell Mesado (2241)";"Parada EMT";"QUATRE CARRERES";39,4504756790235;-0,357938317047522
"PA420";"França - Camí Fondo del Grao (2324)";"Parada EMT";"CAMINS AL GRAU";39,4578439332445;-0,34181066946538
"PA421";"Barraques del Figuero - Cocoters (2048)";"Parada EMT";"POBLATS MARITIMS";39,4497610016541;-0,336228642327096
"PA422";"Ausiàs March - Pianista Martínez Carrasco (2157)";"Parada EMT";"QUATRE CARRERES";39,4475535103958;-0,369580872507002
"PA423";"Cementeri El Palmar (2174)";"Parada EMT";"POBLATS DEL SUD";39,3214511207988;-0,317836067283388
"PA424";"Estadi Ciutat de València (1988)";"Parada EMT";"RASCANYA";39,4910171364324;-0,362544373644921
"PA425";"Tres Forques - Casa Misericòrdia (1999)";"Parada EMT";"L'OLIVERETA";39,4631135609426;-0,408786517112526
"PA426";"Càmping Coll Vert (2163)";"Parada EMT";"POBLATS DEL SUD";39,396371471232;-0,332468901721046
"PA427";"Porta de la Mar (2253)";"Parada EMT";"EL PLA DEL REAL";39,472403747576;-0,368348243935057
"PA428";"País Valencià - Salvador Giner (2339)";"Parada EMT";"JESUS";39,4263584037857;-0,380919262740694
"PA429";"Àgora (2043)";"Parada EMT";"CAMINS AL GRAU";39,4529044899797;-0,350364700258277
"PA430";"Oceanogràfic (2044)";"Parada EMT";"CAMINS AL GRAU";39,4520893603201;-0,347712259536639
"PA431";"Les Arts (2054)";"Parada EMT";"CAMINS AL GRAU";39,4570903318576;-0,356172747639191
"PA432";"Real de Madrid - Entrada Pinet (1413)";"Parada EMT";"JESUS";39,4303143354459;-0,392607076399501
"PA433";"Dr. Lluch - Setmana Santa Marinera (1627)";"Parada EMT";"POBLATS MARITIMS";39,4637397584662;-0,328745425437591
"PA434";"Dr. Lluch (11)";"Parada EMT";"ALGIROS";39,4694008023903;-0,327974648173059
"PA435";"la Malva-rosa - Riu Tajo (26)";"Parada EMT";"ALGIROS";39,4762489250386;-0,327852604468369
"PA436";"Manuel Soto Enginyer - Comandància Marina (59)";"Parada EMT";"POBLATS MARITIMS";39,4563530856496;-0,330844763164571
"PA437";"Blasco Ibáñez - Músic Ginés (128)";"Parada EMT";"ALGIROS";39,4720494887665;-0,342960938914142
"PA438";"Crematori Municipal (563)";"Parada EMT";"JESUS";39,4491103085924;-0,39548686555756
"PA439";"Joaquín Costa - Comte d'Altea (1804)";"Parada EMT";"L'EIXAMPLE";39,4660131435594;-0,367120235710182
"PA440";"Vicent Marco Miranda - Lluís Alcanyís (2343)";"Parada EMT";"QUATRE CARRERES";39,4479766014661;-0,373789845354471
"PA441";"Tres Creus - Marià de Càvia (2245)";"Parada EMT";"PATRAIX";39,4548388795689;-0,400588123344528
"PA442";"Tres Creus (parell) - Campos Crespo (2100)";"Parada EMT";"PATRAIX";39,4527843312892;-0,399153372236243
"PA443";"Manuel de Falla - Professor López Ibor (420)";"Parada EMT";"L'OLIVERETA";39,4756383609185;-0,401163512755644
"PA444";"el Tremolar - Camí Racó (930)";"Parada EMT";"QUATRE CARRERES";39,4214318818528;-0,345024785742896
"PA445";"Beniferri (1566)";"Parada EMT";"CAMPANAR";39,4907718386425;-0,400013829652248
"PA446";"Serradora - Peanya (1602)";"Parada EMT";"CAMINS AL GRAU";39,4627917520472;-0,337580069113181
"PA447";"Eivissa (parell) - Illes Canàries (2060)";"Parada EMT";"CAMINS AL GRAU";39,4612524448372;-0,339866553791335
"PA448";"Vall de la Ballestera (imparell) - Mestre Rodrigo (2097)";"Parada EMT";"CAMPANAR";39,4791554695945;-0,397790087905668
"PA449";"Parc Central (2154)";"Parada EMT";"L'EIXAMPLE";39,4583087900104;-0,376438654833505
"PA450";"Centre de Salut El Perellonet (2177)";"Parada EMT";"POBLATS DEL SUD";39,3075623206502;-0,297416314544225
"PA451";"el Tremolar - Casa Rabot (933)";"Parada EMT";"QUATRE CARRERES";39,4234298928104;-0,359477558229725
"PA452";"el Tremolar - Font d'en Corts (937)";"Parada EMT";"QUATRE CARRERES";39,422173855836;-0,350451969784958
"PA453";"Cases de Bàrcena V -  (954)";"Parada EMT";"POBLATS DEL NORD";39,5206136409324;-0,358762037219852
"PA454";"Jesús Morante Borràs (II) -  (1008)";"Parada EMT";"QUATRE CARRERES";39,4494826710023;-0,344468097475261
"PA455";"Jesús Morante Borrás (VI) (1012)";"Parada EMT";"QUATRE CARRERES";39,4413473571254;-0,343673874589053
"PA456";"Escultor J. Capuz (parell) - Pere Aleixandre (683)";"Parada EMT";"L'EIXAMPLE";39,4603468968445;-0,361809523561984
"PA457";"Editor Manuel Aguilar - Guillem Sorolla (2287)";"Parada EMT";"CIUTAT VELLA";39,4727122863573;-0,380412359239771
"PA458";"Estació del Cabanyal (2229)";"Parada EMT";"ALGIROS";39,470151452967;-0,334197268300772
