Tipus / Tipo;objectid;st_length(shape);geo_shape;geo_point_2d
1;35910;23.6575599234156;"{""coordinates"": [[-0.39332181190406684, 39.43670990261709], [-0.39327459082681476, 39.43691977084822]], ""type"": ""LineString""}";39.43681483673265, -0.3932982013654408
1;35911;75.61619032753501;"{""coordinates"": [[-0.39336489912313133, 39.43704845793746], [-0.39420135068516066, 39.43725576602346]], ""type"": ""LineString""}";39.43715211198046, -0.393783124904146
2;35925;85.04596888912491;"{""coordinates"": [[-0.3760642638342833, 39.49068836085149], [-0.37511535379652716, 39.490902665539416]], ""type"": ""LineString""}";39.49079551319545, -0.37558980881540527
1;35927;284.4203343838385;"{""coordinates"": [[-0.38667123924185537, 39.48550765916382], [-0.38662903292360995, 39.48544897708939], [-0.38659511747498765, 39.48540173975516], [-0.38632209180346055, 39.48501963317698], [-0.3862376594510743, 39.48490146203327], [-0.3861926783207473, 39.48483850847945], [-0.38619114264416127, 39.48483627128606], [-0.38618970725555923, 39.48483399490812], [-0.386188373249113, 39.48483168117193], [-0.3861871404562113, 39.484829334578166], [-0.3861860123279497, 39.48482695610528], [-0.3861849899247749, 39.4848245484798], [-0.38618407423967294, 39.48482211622848], [-0.386183265205195, 39.48481966115151], [-0.38618256504340653, 39.48481718600155], [-0.386181974814729, 39.484814693505086], [-0.38618149438427435, 39.48481218726259], [-0.3861811248461961, 39.48480966910048], [-0.3861808648702788, 39.484807143493136], [-0.38618071787389535, 39.484804612319294], [-0.38618068143266665, 39.48480207822699], [-0.3861807565732921, 39.48479954484286], [-0.3861809431946026, 39.48479701486728], [-0.3861812411617143, 39.4847944919007], [-0.38618165040716745, 39.48479197774338], [-0.386182169634473, 39.48478947596968], [-0.3861827987424504, 39.48478698927994], [-0.3861835376299385, 39.48478452037451], [-0.3861843838388127, 39.48478207280165], [-0.38618533726791415, 39.484779649261725], [-0.3861863966544669, 39.4847772524289], [-0.38618756193102277, 39.48477488410347], [-0.3861888294441537, 39.48477254870764], [-0.3861902002879973, 39.484770248067775], [-0.38619167087657874, 39.484767984805835], [-0.38619471086237944, 39.48476367581463], [-0.38619793616209797, 39.48475944756653], [-0.3862013430885793, 39.484755305383835], [-0.38620492792095107, 39.484751255488995], [-0.38620868478370796, 39.48474729955159], [-0.38621261224548753, 39.48474344474646], [-0.38621670323546686, 39.48473969361715], [-0.3862209552618201, 39.48473605061198], [-0.38622536231421, 39.48473252100106], [-0.38622991964503794, 39.48472910738016], [-0.3862312796756065, 39.4847280884478], [-0.3862325933615674, 39.484727034239555], [-0.386233859541302, 39.48472594472927], [-0.3862350781136646, 39.48472482261734], [-0.38623624439849297, 39.48472366869941], [-0.38623736065157116, 39.484722484827884], [-0.38623842335436515, 39.48472127182456], [-0.38623943127782256, 39.48472003146356], [-0.38624038435450586, 39.48471876554511], [-0.3862412814228126, 39.484717474043066], [-0.38624212005837544, 39.484716159605576], [-0.38624290019374835, 39.48471482403283], [-0.3862436205999134, 39.484713469098985], [-0.3862442801152336, 39.48471209477791], [-0.3862448797664642, 39.484710704696205], [-0.3862454172303867, 39.4847092988016], [-0.3862458912442419, 39.484707879768344], [-0.38624630293591894, 39.484706448522715], [-0.3862466510426608, 39.4847050077389], [-0.38624693553075123, 39.484703558317065], [-0.3862471551711512, 39.484702102031285], [-0.3862473110580326, 39.484700640707956], [-0.38624740192863594, 39.48469917702129], [-0.3862474277829547, 39.48469771097132], [-0.38624738851984675, 39.48469624525837], [-0.38624728526721497, 39.48469478080874], [-0.3862471167285572, 39.484693321196744], [-0.38624688406549706, 39.484691866448486], [-0.386231807347955, 39.48461112203811], [-0.3862201953926749, 39.484594768435315], [-0.3861530181632842, 39.48454842509142], [-0.38615159289308976, 39.48454746152175], [-0.3861501266447182, 39.48454653666899], [-0.38614862057975874, 39.48454565055928], [-0.38614707575864377, 39.484544805919036], [-0.38614549453831865, 39.48454400190049], [-0.3861438791745453, 39.48454324035606], [-0.38614223079521526, 39.48454252221207], [-0.3861405516897912, 39.484541848420804], [-0.386138844147784, 39.48454121993473], [-0.38613710933077583, 39.48454063677992], [-0.38613534952826767, 39.484540099908806], [-0.38613356819133166, 39.48453961029985], [-0.386131765319989, 39.484539167953066], [-0.38612994436531056, 39.48453877384696], [-0.38612810648890594, 39.48453842800765], [-0.3861262551418469, 39.48453813141371], [-0.3861243903241525, 39.48453788406502], [-0.3861225166485071, 39.48453768696631], [-0.3861206353102287, 39.484537539243576], [-0.38611874863252776, 39.484537440949076], [-0.3861168588711562, 39.484537393935284], [-0.3861149684167616, 39.484537396454236], [-0.38611307843095694, 39.48453744853206], [-0.3861111923311015, 39.48453755204738], [-0.38610447048576313, 39.48453791884733], [-0.38609773553609816, 39.48453810787886], [-0.38609099677497577, 39.48453811935104], [-0.38608426123951217, 39.48453795162039], [-0.3860775369598333, 39.48453760757023], [-0.3860708310067764, 39.48453708465695], [-0.3860641525720571, 39.484536385789944], [-0.3860575086590693, 39.48453551022592], [-0.38605090733165476, 39.48453445994799], [-0.3860443566873647, 39.484533236039255], [-0.3860378625005421, 39.48453183953047], [-0.38603143399661577, 39.48453027243094], [-0.38602507811153935, 39.48452853579756], [-0.3860188028416781, 39.48452663341375], [-0.38601261515670154, 39.48452456543634], [-0.3860065207297772, 39.484522335596445], [-0.3860005288200397, 39.48451994500327], [-0.3859946462285306, 39.484517398314196], [-0.3859888775342471, 39.48451469743407], [-0.385983231895159, 39.484511846172346], [-0.38597771617972965, 39.48450884738628], [-0.38597233377162277, 39.48450570385458], [-0.38596709379506206, 39.48450242028698], [-0.3859620007615959, 39.48449900038844], [-0.3859570615059459, 39.48449544791631], [-0.3859522816675335, 39.48449176750182], [-0.38594766579158124, 39.48448796194992], [-0.3859432206453889, 39.48448403681812], [-0.38593895070672735, 39.48447999671158], [-0.38593486161499996, 39.48447584626156], [-0.385930956686379, 39.48447159004709], [-0.38592724152653746, 39.48446723359958], [-0.38592372064695024, 39.48446278062407], [-0.3859203972963614, 39.484458237499766], [-0.3859053754871068, 39.48443685952797], [-0.38587228614000296, 39.48438928832688], [-0.38580969352793654, 39.48430021291675], [-0.3858089753859722, 39.48429914903792], [-0.38580830441622976, 39.48429806730188], [-0.38580767938967087, 39.48429696948271], [-0.38580710146788055, 39.48429585560656], [-0.3858065717450075, 39.48429472749981], [-0.3858060913489344, 39.484293586088675], [-0.3858056613737954, 39.4842924331996], [-0.3858052794626931, 39.48429126968038], [-0.38580494906667, 39.48429009650956], [-0.38580466776136785, 39.484288916335224], [-0.38580443903157713, 39.48428772923577], [-0.38579845543705016, 39.48425281527458], [-0.3857981692346482, 39.484251331393736], [-0.38579781877335284, 39.4842498559769], [-0.38579740401942064, 39.48424838992422], [-0.38579692835649676, 39.48424693601442], [-0.38579638946137856, 39.48424549419526], [-0.3857957883607718, 39.48424406809335], [-0.38579512737788185, 39.48424265776097], [-0.3857944052836698, 39.48424126497219], [-0.3857936243001472, 39.484239892479664], [-0.3857927844273273, 39.484238540283364], [-0.38579188672564857, 39.484237211109836], [-0.385580015814758, 39.483935696542794], [-0.38554984677979925, 39.483896206079116], [-0.385212870527191, 39.48342009182172], [-0.3852121194209908, 39.48341907043971], [-0.3852113257556909, 39.48341806791937], [-0.38521048943008934, 39.48341708696106], [-0.38520961276736465, 39.48341612761703], [-0.38520869689535703, 39.48341519081358], [-0.38520774178035927, 39.483414277450805], [-0.38520674855021453, 39.48341338845495], [-0.385205718299041, 39.48341252565243], [-0.3851546037089247, 39.483371082717824], [-0.38515352509630163, 39.48337017648525], [-0.38515248586163864, 39.48336924321155], [-0.3851514894897014, 39.48336828297506], [-0.38515053594676046, 39.48336729667597], [-0.3851496263606512, 39.48336628524052]], ""type"": ""LineString""}";39.48443581338476, -0.3859399270885545
1;35928;84.61316916562097;"{""coordinates"": [[-0.39394550551949115, 39.482175248080495], [-0.3939296059267777, 39.48215042448416], [-0.3939289079595051, 39.482149284531815], [-0.39392826184098967, 39.48214812592288], [-0.393927668631938, 39.48214695138381], [-0.3939271283323585, 39.482145760914605], [-0.39392664203656236, 39.48214455634157], [-0.3939262108052865, 39.482143340391126], [-0.3939185490364237, 39.482120134843285], [-0.3939181241361317, 39.48211893615152], [-0.39391764649450517, 39.48211774888927], [-0.39391711604432467, 39.48211657485676], [-0.3939165338463097, 39.482115416780445], [-0.39391589993406817, 39.48211427376017], [-0.3939152164963045, 39.482113149448544], [-0.3939144823714217, 39.48211204381956], [-0.3939136998489609, 39.482110957825384], [-0.3934643257599714, 39.4815120821381]], ""type"": ""LineString""}";39.48184074435618, -0.39371006195603203
1;35929;122.60151348400551;"{""coordinates"": [[-0.39514816585976914, 39.48178149505842], [-0.3951467606460849, 39.48178207886032], [-0.3940512770777105, 39.48225560128128], [-0.39404985415328564, 39.48225619187953], [-0.39404840476292535, 39.482256744047234], [-0.3940469312970082, 39.48225725603626], [-0.39404543604506226, 39.4822577287988], [-0.3940439213974765, 39.482258160586746], [-0.3940423873542405, 39.482258551400065], [-0.39404083623852254, 39.48225890129089], [-0.3940392716022603, 39.482259208537066], [-0.3940376934454671, 39.48225947313862], [-0.3940361040576738, 39.48225969604779], [-0.394034506990842, 39.48225987554242], [-0.3940329010497613, 39.48226001249666], [-0.3940312909479891, 39.482260105214394], [-0.3940296777798667, 39.48226015552195], [-0.39402806277417923, 39.48226016164512], [-0.39402644938206083, 39.4822601245622], [-0.3940248376035044, 39.48226004427313], [-0.39402323095684355, 39.482259919955986], [-0.3940216305364308, 39.48225975343708], [-0.394020038732644, 39.48225954296823], [-0.39401845780139905, 39.48225929040179], [-0.39401688890428166, 39.482258995763786], [-0.3940153343980506, 39.482258658206256], [-0.3940137953770613, 39.48225827955546], [-0.39401227416444734, 39.4822578598635], [-0.39401077308335447, 39.48225739918251], [-0.39400929326176354, 39.48225689843859], [-0.394007837022817, 39.48225635768392], [-0.39400640546084703, 39.48225577874478], [-0.3940050009326247, 39.48225516077312], [-0.3940036244988754, 39.4822545064954], [-0.3940022796779406, 39.48225381508963], [-0.3940009652746244, 39.48225308742989], [-0.39399968470643004, 39.482252325394604], [-0.39399843913492044, 39.48225152900978], [-0.39399722965443396, 39.48225070010177], [-0.3939960585881263, 39.48224983872263], [-0.3939949270303453, 39.48224894669868], [-0.3939938349810702, 39.48224802402993], [-0.3939927858241886, 39.48224707349494], [-0.39399177955968706, 39.48224609509364], [-0.3939908184771048, 39.48224508977834], [-0.39398990250921617, 39.482244059349235], [-0.39398903278395714, 39.482243004732496], [-0.3939882115572537, 39.48224192778053], [-0.39394550551949115, 39.482175248080495]], ""type"": ""LineString""}";39.48204195639242, -0.394532450555074
1;35931;57.72483189951549;"{""coordinates"": [[-0.39626360445539444, 39.482639690674695], [-0.3962511289211194, 39.482622746640516], [-0.39625034861772773, 39.48262172467402], [-0.39624952449614526, 39.482620724247695], [-0.3962486577179522, 39.48261974538759], [-0.3962477506063221, 39.48261878814576], [-0.3962468030604911, 39.48261785522258], [-0.39624581620845295, 39.48261694754419], [-0.3962447912117876, 39.48261606513665], [-0.3962437291984857, 39.48261520892608], [-0.396242632424544, 39.48261438076482], [-0.396241499728384, 39.48261358062681], [-0.3962403345275558, 39.48261281039043], [-0.3962391368220819, 39.482612070055644], [-0.39623790773994383, 39.4826113605486], [-0.396236649537133, 39.48261068372168], [-0.39623536340880783, 39.48261003870069], [-0.3961083492359019, 39.48254862003544], [-0.3961069981090946, 39.48254794112483], [-0.3961056773989788, 39.4825472259597], [-0.39610438939514303, 39.48254647549219], [-0.39610313635355576, 39.482545691574614], [-0.3961019182742167, 39.48254487420705], [-0.3961007386082838, 39.482544024367606], [-0.3960995961269888, 39.482543143830554], [-0.396098494315087, 39.48254223267403], [-0.3960974342333786, 39.48254129362438], [-0.39609641707704163, 39.48254032580754], [-0.3960954439404629, 39.48253933104979], [-0.39609451475648455, 39.48253831115139], [-0.3960936330098186, 39.48253726619042], [-0.39609279743813885, 39.482536198841245], [-0.3960920103645894, 39.48253510915592], [-0.39609127284998835, 39.48253399986087], [-0.3960905848943238, 39.482532870956064], [-0.39608994875359205, 39.48253172429388], [-0.39608936323260235, 39.48253056074835], [-0.39608883055376065, 39.482529383071956], [-0.39608835071704485, 39.48252819126467], [-0.3960057895046538, 39.48230987930178], [-0.3960113199437873, 39.482284421817596], [-0.3960114590630083, 39.48228384026337], [-0.39601162360252395, 39.4822832628823], [-0.396011811239196, 39.48228268962236], [-0.39601202310100675, 39.48228212140968], [-0.39601225915436616, 39.482281559144376], [-0.39601251936567294, 39.482281003726584], [-0.3960128026069642, 39.4822804542302], [-0.39601310881103796, 39.48227991245541], [-0.39601343794430305, 39.48227937930237], [-0.3960137888787865, 39.48227885384491], [-0.3960141626752907, 39.482278338809465], [-0.39601455823941256, 39.482277832369725], [-0.3960236408814663, 39.482266626244424], [-0.3960240450131573, 39.482266108285174], [-0.39602442744437966, 39.48226557992999], [-0.39602478581843065, 39.48226504202687], [-0.39602512010168645, 39.482264495475995], [-0.3960254314557341, 39.48226394030335], [-0.3960257187190096, 39.482263376482926], [-0.3960259806291594, 39.482262806689114], [-0.3960262183813481, 39.482262230047745], [-0.39602643078041133, 39.48226164743298], [-0.396026616664767, 39.48226105881874], [-0.3960267782568138, 39.48226046695752], [-0.3960269132669844, 39.48225987089708], [-0.39602702285685193, 39.482259270663505], [-0.3960271069256374, 39.482258668957144], [-0.3960271643453798, 39.482258064851834], [-0.39602719504887723, 39.48225746014787], [-0.39602720019771603, 39.48225685487121], [-0.39602717859673253, 39.48225624989604], [-0.3960271302459271, 39.48225564522231], [-0.3960270562396943, 39.48225504267631], [-0.3960269565780343, 39.48225444225804], [-0.39602683122735965, 39.482253844867614], [-0.3960266790260943, 39.48225325047906], [-0.39602650106862547, 39.48225266091859], [-0.39601012770176997, 39.48220213205574]], ""type"": ""LineString""}";39.48244714064307, -0.39608987036342835
1;35944;23.37640295324296;"{""coordinates"": [[-0.3930944342562451, 39.47642233392408], [-0.39330947734701194, 39.47632891492835], [-0.39332242536115297, 39.47634557978838]], ""type"": ""LineString""}";39.47637245533001, -0.3932113693105847
1;35945;293.4456973699965;"{""coordinates"": [[-0.3580166759414165, 39.46333049895099], [-0.35700549308138396, 39.46176655233312], [-0.35687110558094437, 39.46172265110503], [-0.35678620474648454, 39.46158423984054], [-0.35674881523143337, 39.46154578319929], [-0.3567078279902831, 39.46152874687494], [-0.3567163060363432, 39.461383373124825], [-0.3567581877032527, 39.461229493578166], [-0.3567594057992417, 39.461197313089045], [-0.35687113876618876, 39.46107372144774], [-0.3568952971489459, 39.46102023260677]], ""type"": ""LineString""}";39.46216633694892, -0.3572693987268612
1;35947;102.58328126506089;"{""coordinates"": [[-0.38224196017740164, 39.46306386935226], [-0.38242778379958076, 39.46229657144742], [-0.38243386963718945, 39.46216940854966], [-0.38243776609354824, 39.46215388673442]], ""type"": ""LineString""}";39.46261028493132, -0.3823496998903334
1;35948;143.1763353228656;"{""coordinates"": [[-0.38243776609354824, 39.46215388673442], [-0.38250903633120525, 39.46186999714405], [-0.38257075594396883, 39.461810568674416], [-0.382791596616182, 39.46090277062635]], ""type"": ""LineString""}";39.46153435068781, -0.38262562432244274
1;35951;380.33865418756346;"{""coordinates"": [[-0.38837963972942763, 39.46949821387379], [-0.38844154688617105, 39.46946129690211], [-0.3884424797137981, 39.46946072058044], [-0.38844338670571565, 39.46946012025527], [-0.38844426670056276, 39.46945949590046], [-0.38844511850332064, 39.46945884839009], [-0.38844594091895407, 39.469458178598146], [-0.3884467339138004, 39.469457487424776], [-0.3884474951314596, 39.46945677571793], [-0.388448225699622, 39.46945604440378], [-0.38844892210055854, 39.46945529430416], [-0.38844958549561914, 39.46945452544524], [-0.38845021465609847, 39.469453739601086], [-0.3884508095483215, 39.469452937671875], [-0.3884513678159238, 39.469452120505515], [-0.38845188942522213, 39.469451289002116], [-0.3884523743088707, 39.46945044496198], [-0.38845282250055707, 39.46944958748493], [-0.3884532315765331, 39.46944871921919], [-0.3884536026981691, 39.46944784019082], [-0.3884539335090828, 39.469446951247754], [-0.3884542262309555, 39.469446055142605], [-0.3884544785747668, 39.469445150923], [-0.38845469160086377, 39.469444241315415], [-0.3884548629865098, 39.469443326267694], [-0.38845499498708846, 39.46944240763226], [-0.3884550864412509, 39.469441485383], [-0.3884551361202976, 39.469440561294114], [-0.3884551462795844, 39.46943963721799], [-0.38845511463008714, 39.46943871220233], [-0.3884550421984622, 39.46943778987372], [-0.38845492901839207, 39.469436869332085], [-0.38845477505619863, 39.469435951477486], [-0.3884545813385561, 39.469435039936556], [-0.3884543479328122, 39.469434132909036], [-0.3884540735765969, 39.46943323306919], [-0.3884537605926182, 39.46943234046925], [-0.3884534077521705, 39.46943145688333], [-0.38845301614927213, 39.46943058413782], [-0.3884525858176105, 39.46942972133251], [-0.3884323929548566, 39.46939118458915], [-0.3884319540736235, 39.46939030177226], [-0.3884315540221835, 39.46938940631475], [-0.3884311949885498, 39.46938850186931], [-0.38843087700640455, 39.46938758753581], [-0.3884306011697409, 39.46938666514065], [-0.38843036744489856, 39.46938573558386], [-0.38843017460316737, 39.46938480063965], [-0.38843002493358647, 39.46938386126034], [-0.3884299184024822, 39.469382918346035], [-0.3884298538148191, 39.46938197277077], [-0.3884298322982837, 39.46938102546078], [-0.3884298525905053, 39.46938007909033], [-0.38842991701418605, 39.46937913371164], [-0.3884300232129383, 39.46937819017257], [-0.38843017228077603, 39.46937725029953], [-0.3884303641840163, 39.46937631499264], [-0.38843059769396876, 39.46937538602606], [-0.388430873971986, 39.46937446342582], [-0.3884311906280168, 39.469373548940055], [-0.38850262027250504, 39.46918115648037], [-0.3885029367582319, 39.469180246494936], [-0.3885032117383523, 39.46917932746888], [-0.38850344511185414, 39.469178402102536], [-0.38850363568371854, 39.46917747126998], [-0.3885037857766559, 39.469176535023394], [-0.3885038929669559, 39.469175596010885], [-0.38850395725459763, 39.469174654232575], [-0.3885039797336127, 39.46917371151473], [-0.3885039603703306, 39.46917276875752], [-0.38850389793603823, 39.46917182773507], [-0.38850379243076105, 39.46917088844739], [-0.3885036449821675, 39.46916995182068], [-0.38850345665060404, 39.46916902058145], [-0.38850322511337537, 39.46916809467745], [-0.38850295262582674, 39.46916717596119], [-0.388502639154288, 39.46916626533275], [-0.38850228469877224, 39.46916536279216], [-0.38850188915826595, 39.469164471039775], [-0.3885014548217874, 39.46916359102793], [-0.38850098052801085, 39.46916272273049], [-0.3884752788484932, 39.469117863235056], [-0.38847477557175897, 39.46911702401527], [-0.3884742357544501, 39.4691161983885], [-0.3884736593628859, 39.469115387254824], [-0.38847304749107253, 39.46911459244054], [-0.38847240013902073, 39.46911381394573], [-0.3884717195957558, 39.469113052722655], [-0.3884710057939232, 39.469112310571596], [-0.3884702587335475, 39.46911158749253], [-0.38846948066995685, 39.469110885337926], [-0.3884686727645337, 39.46911020413386], [-0.38846783385589745, 39.46910954385424], [-0.3884669673270992, 39.46910890727773], [-0.3884660732118189, 39.46910829350421], [-0.3884651514426827, 39.46910770433393], [-0.3884642055374487, 39.46910713894507], [-0.3884632342337194, 39.46910660001188], [-0.3884622398878858, 39.46910608668644], [-0.38846122359394814, 39.469105600795125], [-0.3884601853855704, 39.46910514143775], [-0.3884591286794706, 39.469104710492914], [-0.3884580535093085, 39.46910430706048], [-0.3884569609690894, 39.46910393296675], [-0.3884558522201689, 39.4691035882379], [-0.3884547284238938, 39.469103272899964], [-0.388453593030637, 39.46910298793137], [-0.3884524437176965, 39.46910273327993], [-0.38845128513047683, 39.46910250905005], [-0.38845011726897516, 39.469102315241734], [-0.38844894126085483, 39.46910215278116], [-0.3884477582338109, 39.46910202259461], [-0.3884465705778711, 39.46910192293399], [-0.38844537942071156, 39.4691018547255], [-0.38844418589002455, 39.46910181889541], [-0.38844299118080733, 39.46910181456971], [-0.3884417964544289, 39.46910184177443], [-0.3884406051612473, 39.469101901488045], [-0.388439416207266, 39.469101991884195], [-0.3884382318815101, 39.46910211391518], [-0.3884370533453239, 39.4691022676071], [-0.3884358829550833, 39.46910245211203], [-0.38843472183845357, 39.469102668356236], [-0.3884335700627758, 39.4691029145394], [-0.38843242991709287, 39.469103191613904], [-0.38837183275020154, 39.4691188015469], [-0.38837069728312007, 39.46911907782505], [-0.38836955134740075, 39.46911932323794], [-0.3883683937480438, 39.46911953865964], [-0.38836722916410815, 39.46911972329437], [-0.3883660553065819, 39.46911987618983], [-0.3883648767535109, 39.46911999925065], [-0.3883636924445679, 39.4691200897504], [-0.38836250579645254, 39.4691201495676], [-0.3883613168091668, 39.469120178702255], [-0.38836012671141856, 39.469120175380176], [-0.38835893779224, 39.46912014055372], [-0.3883577512129607, 39.46912007424901], [-0.388356568101277, 39.46911997739222], [-0.38835539081355025, 39.46911984913546], [-0.3883542193498044, 39.46911968947869], [-0.3883530548713654, 39.469119498448066], [-0.38835189966726724, 39.46911927699586], [-0.3882850790425905, 39.46910553503901], [-0.38828393427468544, 39.46910528319069], [-0.388282801070194, 39.46910500187317], [-0.388281681785465, 39.46910469023848], [-0.38828057638684893, 39.46910434918677], [-0.38827948603568196, 39.46910397874413], [-0.38827841418233355, 39.469103579888966], [-0.38827735963179616, 39.469103153495325], [-0.3882763235790897, 39.46910269868919], [-0.38827530944090877, 39.46910221734911], [-0.3882743160895836, 39.46910170854884], [-0.3882733469081424, 39.46910117506705], [-0.3882724008025778, 39.46910061507742], [-0.38827147999457357, 39.46910003133252], [-0.3882705856791498, 39.46909942295831], [-0.38826971895031753, 39.46909879178115], [-0.38826887984172864, 39.46909813690091], [-0.3882680705750781, 39.46909746107018], [-0.38826729231171286, 39.469096764315], [-0.38826654385659914, 39.46909604750949], [-0.38826582753244265, 39.46909531070578], [-0.3882651444332523, 39.46909455573026], [-0.38826449452533174, 39.469093783483046], [-0.3882014824987538, 39.46901595728136], [-0.3882008682736755, 39.469015225474536], [-0.3882002232474222, 39.469014509191325], [-0.3881995496753232, 39.46901381028419], [-0.38819884759106543, 39.469013127852996], [-0.3881981169609638, 39.469012462797885], [-0.38813809377452185, 39.468959636531544], [-0.38813740466733204, 39.4689590111472], [-0.38813673939326326, 39.46895837008262], [-0.3881361014700243, 39.468957712515994], [-0.3881354884738975, 39.46895704109548], [-0.38813490272757134, 39.46895635587331], [-0.3881343431033782, 39.46895565592325], [-0.38813381182298945, 39.46895494399786], [-0.3873188839028119, 39.467822730842535], [-0.3872945488083788, 39.467788253843736], [-0.38729193288834923, 39.467736436685136], [-0.38715484561963087, 39.46754514154404], [-0.3871019024805665, 39.46749925036511], [-0.386979531992904, 39.46734618419058], [-0.3865349481297864, 39.46672387049746], [-0.3865253991433629, 39.46671262085821], [-0.38649546647535504, 39.46669278866868], [-0.3864466546777919, 39.46666510503168]], ""type"": ""LineString""}";39.468120062989115, -0.38755277990998893
1;35954;181.36395605254813;"{""coordinates"": [[-0.34734497625960004, 39.4555452617606], [-0.3469636505545014, 39.45568082685442], [-0.34696108011908283, 39.45569272462221], [-0.3469601203312261, 39.4556967602643], [-0.34695898952277154, 39.45570077038131], [-0.3469576902551754, 39.45570474872557], [-0.3469562226652049, 39.45570869169671], [-0.34695458921173417, 39.45571259574733], [-0.34695279009991575, 39.45571645547684], [-0.34695083011082173, 39.45572026739083], [-0.3469487082201165, 39.45572402786249], [-0.34694642924306823, 39.455727732497266], [-0.3469439945458986, 39.4557313759211], [-0.34694140651916644, 39.45573495638678], [-0.3469386676901509, 39.455738468546755], [-0.3469357828057699, 39.455741909806726], [-0.3469327532322646, 39.45574527479261], [-0.3469303967571578, 39.45574771552872], [-0.34692793578666425, 39.45575009261972], [-0.34692537387242367, 39.45575240434491], [-0.3469227123123066, 39.455754647130384], [-0.34691995578483903, 39.45575682018208], [-0.346883819670051, 39.45578522963317], [-0.34684884095708957, 39.455814496103336], [-0.34681505441178645, 39.45584459155929], [-0.34678249131690553, 39.45587548788808], [-0.34675118305794167, 39.45590715427659], [-0.34672116102063993, 39.45593955991162], [-0.34666866624517756, 39.45596603190503], [-0.3465716121265426, 39.45629670196716], [-0.3466156497715538, 39.45633476316987], [-0.3466761223156742, 39.45654821659666], [-0.34667086376417044, 39.45658415955951], [-0.3467717199185595, 39.45670872103964], [-0.34689067330621126, 39.45681831128566]], ""type"": ""LineString""}";39.45610128551252, -0.34681928618858104
1;35955;98.620070050517;"{""coordinates"": [[-0.34689067330621126, 39.45681831128566], [-0.3468955493924289, 39.456815837081116], [-0.34691597880511416, 39.45680939642347], [-0.3469363267087322, 39.45680861951848], [-0.34695634410561293, 39.45680785488449], [-0.34697566535051666, 39.45681155802159], [-0.34700877429477545, 39.45682617291259], [-0.34705709384150324, 39.45684691503577], [-0.34712082453931603, 39.45687242141841], [-0.3471868104341637, 39.456893902773686], [-0.34724777438874255, 39.4569091552103], [-0.3473015660278681, 39.45691935304536], [-0.3473449080426962, 39.4569276817607], [-0.347399042821006, 39.45694904024378], [-0.34745926447264586, 39.456983839980175], [-0.3474948300148447, 39.457016852664204], [-0.34750453716443097, 39.45702441095701], [-0.347513301773829, 39.457029094658964], [-0.34752387511537663, 39.45702770718841], [-0.3475372616714625, 39.45702149215876], [-0.34761429949204714, 39.456979449701414], [-0.3477249904241789, 39.456931851043024], [-0.3478746652408034, 39.45688269871381], [-0.3479042825620776, 39.456874964885]], ""type"": ""LineString""}";39.456916067806674, -0.3474006068103637
