Tipus / Tipo;objectid;st_length(shape);geo_shape;geo_point_2d
1;35532;425.05991179411177;"{""coordinates"": [[-0.4022885242593168, 39.494090807305184], [-0.4022822684662903, 39.494089533238046], [-0.4022716598699821, 39.49407887918454], [-0.4022557721070121, 39.49405674430014], [-0.3998745933201179, 39.49075311168264]], ""type"": ""LineString""}";39.492424659730716, -0.4010794183264722
1;35538;34.183511766406426;"{""coordinates"": [[-0.39907602945958676, 39.4896548775904], [-0.3989683728457234, 39.48974020363652], [-0.3989554698543856, 39.489749767736775], [-0.3989398524057395, 39.48974896860399], [-0.3989325753767775, 39.48974207342889], [-0.398917887546494, 39.48973187099227], [-0.39890518294044713, 39.489730688420515], [-0.3988940132178608, 39.48973492747118], [-0.3987709886989673, 39.4897860299039], [-0.3987603811889856, 39.489792776966134]], ""type"": ""LineString""}";39.48973332493573, -0.398923954967068
1;35544;1000.9900136647314;"{""coordinates"": [[-0.3680120148929574, 39.48785016401511], [-0.3695372700143956, 39.48674887110595], [-0.36953413957739634, 39.48669267471715], [-0.3698480653881091, 39.48620319055604], [-0.3699331832028657, 39.48608155830309], [-0.3699913910091929, 39.486081321768474], [-0.3704812660684419, 39.485330777313884], [-0.3704597214615406, 39.4852634518986], [-0.3707901732966586, 39.4847600384044], [-0.3708650068391045, 39.48474463386905], [-0.3709255006110206, 39.484695363381284], [-0.37159048293083147, 39.4836643289979], [-0.3715773677252755, 39.483577676028425], [-0.3716361291112351, 39.48345621108199], [-0.3717242784424563, 39.48340691165771], [-0.37223090037119366, 39.482603244709345], [-0.3722134825585439, 39.482532904880905], [-0.37230053649246647, 39.48242176560253], [-0.3723708896722023, 39.48241869355862], [-0.3724080341768633, 39.482391555834106], [-0.3729241961419692, 39.481580974459014], [-0.37294031942508804, 39.48153681308222], [-0.3729482838542899, 39.48138794379615], [-0.3731851075901389, 39.48113027725029], [-0.3732744093814507, 39.48123465908755], [-0.3732860918579225, 39.48123242863557], [-0.3732978683105043, 39.48123051201047], [-0.37330972234232157, 39.4812289124451], [-0.3733216411088364, 39.48122763145081], [-0.3733336106040285, 39.481226670512775], [-0.3733456144987506, 39.48122603106363], [-0.3733576399824017, 39.48122571371468], [-0.3733696730828109, 39.48122571905094], [-0.3733816987001661, 39.48122604673113], [-0.3733937017346428, 39.481226696413955], [-0.3734056694095056, 39.48122766781055], [-0.373417586658797, 39.48122895967957], [-0.37342943845046356, 39.481230569879486], [-0.373441210913975, 39.48123249629503], [-0.37345289130643883, 39.481234737737324], [-0.37346446466352545, 39.481237290264666], [-0.37347591708082817, 39.4812401526619], [-0.37348723366174597, 39.48124331918711], [-0.3734984040203458, 39.48124678780381], [-0.37350941206458227, 39.481250553643946], [-0.3735202451870676, 39.48125461191821], [-0.37353089074648654, 39.48125895873739], [-0.3735413362031641, 39.481263587512025], [-0.3735515677881202, 39.48126849342651], [-0.37356157521697736, 39.48127367174409], [-0.37357134601777114, 39.481279114074994], [-0.3735808664214806, 39.481284815603736], [-0.37359012856841445, 39.48129076894565], [-0.3735991175957243, 39.48129696745876], [-0.3736078257114351, 39.48130340195824], [-0.3736162415034393, 39.48131006678092], [-0.3736243548227707, 39.48131695358961], [-0.37363215555432067, 39.48132405314694], [-0.3736396346767906, 39.48133135804206], [-0.37364678327045775, 39.481338858163824], [-0.37365359231397466, 39.48134654610131], [-0.3736600552106819, 39.48135441179584], [-0.3736661630069722, 39.48136244603632], [-0.3736719079446225, 39.48137063873786], [-0.3736772833591806, 39.4813789816419], [-0.3736822838832652, 39.48138746291581], [-0.37368690292015677, 39.481396072500885], [-0.37369113496691053, 39.48140480216489], [-0.3736949746899937, 39.48141363917503], [-0.3736984178157386, 39.481422573525094], [-0.37370146007048094, 39.48143159520885], [-0.37370409721444614, 39.48144069332002], [-0.37370632736478115, 39.4814498561046], [-0.3737081462478153, 39.48145907355638], [-0.37370955430377234, 39.48146833397397], [-0.3737105472589876, 39.48147762735105], [-0.3737111244260052, 39.48148694105986], [-0.37371128621120314, 39.481496264299025], [-0.37371103066395617, 39.4815055871148], [-0.37375488645609034, 39.481528864212656], [-0.3738788228222463, 39.4815924951759], [-0.37381456607952535, 39.48166638700906], [-0.3738237815089016, 39.48169304415529], [-0.37387105297056694, 39.48172373515491]], ""type"": ""LineString""}";39.4842972956348, -0.3711209041880973
1;35546;110.03557684677739;"{""coordinates"": [[-0.36802526507284644, 39.47226562635707], [-0.36796621954902897, 39.47228786232375], [-0.36787102338799904, 39.472323711524645], [-0.3677271142282355, 39.47237774775346], [-0.36764258705047026, 39.47240931872275], [-0.36759157827691896, 39.472427816822396], [-0.3675096599945396, 39.47245638110242], [-0.3674281081398449, 39.47249196335806], [-0.36741072682111775, 39.472498227093375], [-0.36737631146512634, 39.47251091557278], [-0.3673424537970181, 39.47252447341112], [-0.3673091891666519, 39.47253888789661], [-0.3672765542550808, 39.47255414184314], [-0.3670452438484171, 39.47266542802888], [-0.3669870677133478, 39.47269113084735], [-0.3668980678027083, 39.47273084566056]], ""type"": ""LineString""}";39.4724881143382, -0.3674574297527469
1;35547;22.65208655022;"{""coordinates"": [[-0.3668980678027083, 39.47273084566056], [-0.36689683467456746, 39.47273139608355], [-0.3668729759447774, 39.4727422029401], [-0.36681649236834163, 39.47276971695053], [-0.3667618946216535, 39.472796879080455], [-0.36670311423360546, 39.472825991398246], [-0.36667549114822906, 39.47283967680132]], ""type"": ""LineString""}";39.47278477821406, -0.3667865489545668
1;35548;166.14847727888994;"{""coordinates"": [[-0.36667549114822906, 39.47283967680132], [-0.366597618209662, 39.472878256167775], [-0.3664773056055761, 39.472938117296636], [-0.3663699699990053, 39.47299183922687], [-0.36621061405992156, 39.47307109489116], [-0.3660642546801581, 39.47314255052006], [-0.3658924224924603, 39.47322499944256], [-0.3656918747835592, 39.47332021393321], [-0.36551888336848126, 39.473401600903806], [-0.36536078334101907, 39.47347626504721], [-0.36523021242469317, 39.47353863094866], [-0.3650768852629055, 39.47362143693943], [-0.36507364928856906, 39.47362325000407], [-0.3650704961658342, 39.47362514692707], [-0.3650674282175179, 39.47362712776116], [-0.3650644490637143, 39.47362918898485], [-0.3650615646134043, 39.473631328029555], [-0.36505877612989074, 39.47363354222128], [-0.3650560871653683, 39.473635829838805], [-0.365053501339947, 39.47363818736071], [-0.36505102220579716, 39.47364061306583], [-0.36504865109423257, 39.473643102479905]], ""type"": ""LineString""}";39.47323826574727, -0.36585999058119956
1;35551;264.7759046961961;"{""coordinates"": [[-0.36320345094321604, 39.475525918348], [-0.3631906098626063, 39.47555206501867], [-0.36319034809065015, 39.47555262482975], [-0.3631901104707555, 39.47555319149501], [-0.3631898981983593, 39.47555376414067], [-0.3631897089846065, 39.47555434181396], [-0.36318954518636287, 39.475554923667445], [-0.36318940680361916, 39.47555550970115], [-0.36318929270897293, 39.475556098988584], [-0.36318920409783734, 39.47555669065602], [-0.36318914100424143, 39.47555728380335], [-0.363189102232738, 39.47555787930433], [-0.3631890902081949, 39.47555847451133], [-0.36318910257376663, 39.47555907027177], [-0.36318914168630184, 39.47555966573824], [-0.36318920529096793, 39.47556025905783], [-0.363189293353739, 39.475560851130645], [-0.3631894082655122, 39.475561440209155], [-0.3631938950215556, 39.475582245977854], [-0.36319401554178854, 39.475582871218705], [-0.36319410801757795, 39.47558350032762], [-0.36319417138951665, 39.4755841305779], [-0.36319420562358823, 39.47558476286963], [-0.3631942119832413, 39.47558539452887], [-0.36319418923905067, 39.4755860273295], [-0.3631941386544336, 39.4755866585975], [-0.3631940590679887, 39.475587288306556], [-0.363193950547694, 39.475587914656465], [-0.36319381422100705, 39.47558853857366], [-0.3631936489944733, 39.47558915823159], [-0.3631934572249938, 39.47558977278284], [-0.36319323662368624, 39.475590381274614], [-0.36319298835199504, 39.47559098373326], [-0.36319271360534455, 39.475591579285044], [-0.3631536012056458, 39.475669673495005], [-0.36315197122062604, 39.47567195716848], [-0.36315025548809693, 39.47567420286113], [-0.3631484575603453, 39.47567640885181], [-0.363146576309938, 39.47567857421405], [-0.36314461648464536, 39.47568069635294], [-0.3631158721479367, 39.475710873024305], [-0.36311355907406045, 39.47571339164076], [-0.36311135767833846, 39.475715969546634], [-0.36310927267453036, 39.475718605047035], [-0.36310730536011165, 39.47572129456796], [-0.3631054581939982, 39.4757240345617], [-0.3631037336010739, 39.475726822380636], [-0.3631021340402443, 39.475729654477085], [-0.3631006596475707, 39.47573252725061], [-0.36309173316200616, 39.4757508386213], [-0.3626790328200279, 39.476597390038286], [-0.3626576508566688, 39.47664125494101], [-0.3626410499027056, 39.476675309691736], [-0.3626233698886178, 39.47672896735707], [-0.3626231300246791, 39.47672965468756], [-0.3626228659403122, 39.476730336963996], [-0.3626225777035341, 39.4767310123861], [-0.3626222652803222, 39.47673168185403], [-0.3626121099396058, 39.47675242018246], [-0.3625828998787203, 39.476812067339836], [-0.3625826101246992, 39.47681265984671], [-0.36258164147363015, 39.47681454501858], [-0.3625805947620238, 39.476816404095075], [-0.3625794712193881, 39.476818235302346], [-0.36257827200714937, 39.476820038666766], [-0.36257699729539866, 39.476821809687785], [-0.3625756494070246, 39.47682354841815], [-0.3625742295715055, 39.47682525308397], [-0.36257273908635906, 39.47682692011123], [-0.36257118027448876, 39.47682854955261], [-0.36255853247698305, 39.47684132430876], [-0.3625568658050597, 39.47684307021765], [-0.36255527770871354, 39.47684485935026], [-0.3625537706128865, 39.47684668905897], [-0.3625523456790437, 39.47684855937016], [-0.36255100540018004, 39.47685046583605], [-0.36254975097176756, 39.47685240758286], [-0.3625485836573082, 39.476854381936676], [-0.3625475047202937, 39.47685638622352], [-0.3623617580850472, 39.47724018517255], [-0.362342207332169, 39.477280861930474], [-0.3622903434818229, 39.47738678093868], [-0.3621419317312114, 39.47768979938406], [-0.362127127947938, 39.47772002648191], [-0.362125827369006, 39.47772281940547], [-0.3621246464940116, 39.47772564387438], [-0.3621235865864743, 39.477728497214706], [-0.36212264774849595, 39.47773137672613], [-0.36212183363459544, 39.47773427798725], [-0.36212114202391027, 39.477737198245], [-0.36212057534145126, 39.47774013485182], [-0.3621201336893105, 39.47774308510736], [-0.3621198184330986, 39.47774604363745], [-0.36211962844539, 39.477749009515506]], ""type"": ""LineString""}";39.476633616761404, -0.36266149945386156
1;35558;214.44685771558633;"{""coordinates"": [[-0.38399841944970403, 39.473781986768245], [-0.38400129904926306, 39.47385166982304], [-0.384092799276499, 39.47460346288202], [-0.3841010068613951, 39.47467089835031], [-0.38410858092711686, 39.47472232983325], [-0.3841623513415757, 39.475175689300485], [-0.3841687321083815, 39.47522949746416], [-0.3842161942566481, 39.47563054040993], [-0.3842164210887938, 39.475632149082536], [-0.3842167190395465, 39.47563375214893], [-0.38421708711610497, 39.47563534508238], [-0.38421752531848685, 39.4756369278829], [-0.3842180325527117, 39.475638498724095], [-0.3842186101151642, 39.475640054031615], [-0.38421925452151273, 39.475641593727055], [-0.3842199681621007, 39.47564311606243], [-0.3842354992998718, 39.475674571250984], [-0.38423621718214307, 39.47567610449231], [-0.3842368669578964, 39.47567765601995], [-0.38423744753315264, 39.475679224007514], [-0.38423795665245014, 39.47568080660249], [-0.3842383967061665, 39.47568240205694], [-0.38423876431114307, 39.475684007592015], [-0.38423906062882557, 39.47568562323391], [-0.3842392846326928, 39.47568724535598], [-0.3842394363901989, 39.47568887215799], [-0.3842395159688158, 39.47569050183969], [-0.38423952224081914, 39.475692133474816], [-0.38423945650258245, 39.47569376348905], [-0.3842393176263939, 39.475695390956105], [-0.38423910684116913, 39.47569701410184], [-0.3842383024795756, 39.475702223803644]], ""type"": ""LineString""}";39.47474433012752, -0.38411031814744995
4;35564;61.76506288515336;"{""coordinates"": [[-0.36213843819317865, 39.46623051014873], [-0.36216627641561544, 39.466218957651805], [-0.36217258071369834, 39.466210155927875], [-0.3621754923127452, 39.46619634038295], [-0.362169697958156, 39.466181093025796], [-0.3621617384498237, 39.46617042523558], [-0.36190196299138694, 39.46575776125674], [-0.3619007234050388, 39.46575073329354], [-0.3619023887278138, 39.4657464937271], [-0.36191209311184375, 39.46574204747083]], ""type"": ""LineString""}";39.465990324624016, -0.3620458942491509
4;35567;74.20802197842472;"{""coordinates"": [[-0.3626698278981204, 39.46999700706079], [-0.3625972588324427, 39.47002139819534], [-0.36258625770252184, 39.47002326468537], [-0.36257318622577717, 39.47002212210095], [-0.3625603054194997, 39.4700159019906], [-0.36255082742734646, 39.4700063727076], [-0.3625462322638683, 39.4699978010674], [-0.36225371425833947, 39.46951809469578], [-0.36224573660768195, 39.46951257321527], [-0.3622354546395921, 39.469511004733455], [-0.36222586942537144, 39.46951379069348]], ""type"": ""LineString""}";39.469796025167916, -0.3624321490538146
1;35643;63.878114385382204;"{""coordinates"": [[-0.39866637444884767, 39.50111811225486], [-0.39902742169032657, 39.50144470273606], [-0.39888292399407815, 39.50153722327]], ""type"": ""LineString""}";39.50133601598594, -0.3988751136099862
4;35573;265.4479793857626;"{""coordinates"": [[-0.36213843819317865, 39.46623051014873], [-0.36206447787313073, 39.46625838645218], [-0.3620492055036041, 39.46625869652247], [-0.3620349803676496, 39.466253776440496], [-0.3620218734300262, 39.46624165579514], [-0.3620139981291515, 39.466225714363716], [-0.36146301807296877, 39.46522560663308], [-0.3614562194140045, 39.46521095263972], [-0.3614593411509475, 39.4651991139055], [-0.3614638558835391, 39.46518575188202], [-0.36146300806821324, 39.46517278701244], [-0.3614575667426492, 39.46515764583115], [-0.3614519471371447, 39.46514716084515], [-0.3610242782685753, 39.46446737423111], [-0.36098040850146745, 39.464387169214774], [-0.3609291600766031, 39.46429179609891], [-0.3608841572091567, 39.46419972507198], [-0.3608612841448365, 39.46414702587413]], ""type"": ""LineString""}";39.46524531473433, -0.36147636258034777
4;35576;45.424376882291284;"{""coordinates"": [[-0.38146446585533517, 39.482535164739225], [-0.38148566807190554, 39.48254044059727], [-0.38149527125887844, 39.48255461521509], [-0.381496851855241, 39.48257253417997], [-0.38148820662079674, 39.48259283976772], [-0.38146477692423947, 39.48260190795842], [-0.38129909916203447, 39.482642872399985], [-0.3810762458405534, 39.482698331405665]], ""type"": ""LineString""}";39.48263305336055, -0.38131483557333035
4;35581;129.13185194895806;"{""coordinates"": [[-0.3968414601005123, 39.476201704505314], [-0.39643005398707787, 39.476378027203594], [-0.3959193599776135, 39.47660091887865], [-0.39553939664097365, 39.47677927806024]], ""type"": ""LineString""}";39.47648586993559, -0.3961883546529066
4;35583;3.7410693284140035;"{""coordinates"": [[-0.3922985394005888, 39.478229098683514], [-0.39225582409228693, 39.478235352581194]], ""type"": ""LineString""}";39.478232225632354, -0.3922771817464379
4;35586;271.7801043329883;"{""coordinates"": [[-0.3933925799296148, 39.47642611026621], [-0.39615674196492556, 39.47524260130288]], ""type"": ""LineString""}";39.47583435578454, -0.3947746609472702
4;35588;303.43641875560644;"{""coordinates"": [[-0.3586707664370656, 39.46285205683915], [-0.3585831419292574, 39.46273657626581], [-0.3584975524479779, 39.46261449790587], [-0.35799534338491745, 39.4617304166242], [-0.3578954158348149, 39.46141365460532], [-0.35775827619271644, 39.46118273347913], [-0.35755911543915286, 39.46094108514663], [-0.3574189771315146, 39.460740810889504], [-0.3573483516053605, 39.460656750282425], [-0.3573105626642629, 39.460566786932866], [-0.3571388653185949, 39.460459908562086], [-0.35710449299251185, 39.46044046521524]], ""type"": ""LineString""}";39.461603633669654, -0.3579318167267347
4;35590;81.99819249210022;"{""coordinates"": [[-0.3605711297697581, 39.463498046159366], [-0.3603475826349369, 39.46288438677842], [-0.36033163086240266, 39.46278441613641]], ""type"": ""LineString""}";39.46314333079393, -0.36044328545635673
1;35592;22.84152714397058;"{""coordinates"": [[-0.35814216515204916, 39.47724669067622], [-0.3579754699594833, 39.47736893881202], [-0.35794580000156584, 39.47738461333411]], ""type"": ""LineString""}";39.47731744570459, -0.35804510563177594
1;35598;19.287876316484404;"{""coordinates"": [[-0.35657804073603117, 39.46718032028862], [-0.3563686917272891, 39.46711837765549]], ""type"": ""LineString""}";39.46714934897206, -0.35647336623166015
1;35600;554.5213186734388;"{""coordinates"": [[-0.3550366198565337, 39.470328161612336], [-0.3550208669105041, 39.470360979657244], [-0.3550156685472915, 39.47037129709623], [-0.3550100440318411, 39.470381480514526], [-0.35500399848681735, 39.47039151741637], [-0.35499754038251896, 39.47040139898574], [-0.35499067364618475, 39.47041111360055], [-0.354985280491823, 39.470418749198814], [-0.3549802112550283, 39.47042651739133], [-0.3549754720495152, 39.470434410209336], [-0.35497106789588406, 39.4704424178575], [-0.35496700371244017, 39.47045053324084], [-0.3549632833243372, 39.470458747437675], [-0.3546149057642121, 39.47116759099022], [-0.3545345399874835, 39.471332739882605], [-0.3544284239378393, 39.471542148123845], [-0.3544253086411094, 39.471548593241614], [-0.3544224567364023, 39.47155511192137], [-0.3544198731421378, 39.471561697068026], [-0.3544175580971641, 39.471568342380955], [-0.35441551535854043, 39.47157504073868], [-0.3544137451651438, 39.471581785840506], [-0.3543690486023642, 39.47168781582615], [-0.3543605257956607, 39.47170699334041], [-0.3543512174840152, 39.47172594937276], [-0.35430743330573045, 39.471800019889145], [-0.35429869540006026, 39.4718153646771], [-0.3542905120150992, 39.47183089145379], [-0.3542828916900737, 39.47184658960331], [-0.3542486428859866, 39.47192104204667], [-0.3542434106050905, 39.47193881072395], [-0.35415919202272983, 39.47210785437596], [-0.35414435518666343, 39.47212991235543], [-0.3538584419555094, 39.47271413388775], [-0.3538152594161576, 39.47280397602339], [-0.3532289168848382, 39.47400171292285], [-0.3531993479698741, 39.47405786400221], [-0.353138678386563, 39.474182415591585], [-0.35313265862074644, 39.47420196351927], [-0.35304954089266266, 39.47436959803556], [-0.35303913172964124, 39.47438540913933], [-0.3527888787159175, 39.4748946816711], [-0.35276363360064794, 39.474949811333545], [-0.35276259128709914, 39.474952222656476], [-0.35276165719046504, 39.47495466166915], [-0.3527608349656877, 39.47495712395048], [-0.35276012351965336, 39.47495960767378], [-0.35275952534589067, 39.474962108391516], [-0.3527590405126893, 39.474964624303496], [-0.3527586703180288, 39.47496715183574], [-0.35275841489847753, 39.47496968738789], [-0.3527582731609114, 39.47497222913329], [-0.3527582475988638, 39.47497477262437], [-0.352758335991939, 39.47497731510791], [-0.35275854076538987, 39.47497985393652], [-0.3527588585715498, 39.47498238543045], [-0.35275929183567173, 39.47498490694234], [-0.3527598383373599, 39.47498741571895], [-0.3527604982473098, 39.474989907259804], [-0.3527612705065496, 39.47499237883813], [-0.3527621540219555, 39.4749948286273]], ""type"": ""LineString""}";39.47265776818027, -0.3538866979866904
1;35604;613.4133656550621;"{""coordinates"": [[-0.3582262314499996, 39.46430061381133], [-0.35810102269388355, 39.464335186379195], [-0.3580937425659795, 39.46433730190299], [-0.35808655771331793, 39.46433960247046], [-0.3580794740101851, 39.46434208641334], [-0.3580724997554928, 39.464344749415986], [-0.3580656431460291, 39.46434758986295], [-0.3580589113194824, 39.46435060341221], [-0.35805231131139764, 39.46435378842187], [-0.358045850293541, 39.46435713964978], [-0.3580395353014561, 39.46436065545414], [-0.3580333747022177, 39.46436432971904], [-0.35802737204765334, 39.46436816072348], [-0.35801385203244807, 39.46437739726444], [-0.3580007463747498, 39.46438698645819], [-0.35798807064749494, 39.464396916046574], [-0.3579758391943081, 39.46440717554535], [-0.35796406646097867, 39.46441775176983], [-0.35795276562993944, 39.46442863420937], [-0.3579419511811199, 39.46443980877922], [-0.3579316352038761, 39.46445126314206], [-0.3579218286944673, 39.464462983134], [-0.3579010350390399, 39.46448982681669], [-0.3578814700187145, 39.46451721913563], [-0.35786315695831183, 39.464545127289256], [-0.3578501089225188, 39.46457564426647], [-0.3577671150032457, 39.46474396020238], [-0.35774266776917646, 39.464789059955905], [-0.35690968785892524, 39.466495557346946], [-0.35666121376032633, 39.467000650232954], [-0.35659669707445124, 39.46714294924576], [-0.3564792314583029, 39.46737824131246], [-0.3564730822990497, 39.46739704418185], [-0.35626593149035735, 39.46781828822498], [-0.35624461131658536, 39.46784834023879], [-0.35572546757618473, 39.46890855091765], [-0.3555089859833706, 39.469344109552054]], ""type"": ""LineString""}";39.466745951063885, -0.35679301954914283
1;35606;49.71440248928709;"{""coordinates"": [[-0.4040139066215618, 39.45691192351869], [-0.404013753842054, 39.45690512202645], [-0.4040138857812344, 39.45689832058752], [-0.4040143021713663, 39.45689152640304], [-0.4040150039393262, 39.4568847457999], [-0.4040151572159737, 39.45688324834875], [-0.404015245534517, 39.45688174764493], [-0.404015266505729, 39.45688024543682], [-0.4040152223850068, 39.45687874357659], [-0.40401511310545285, 39.456877243864476], [-0.4040149374389969, 39.456875748074864], [-0.40401469651333627, 39.45687425713379], [-0.40401439019466867, 39.456872774641816], [-0.40401401851643254, 39.456871299698825], [-0.40401358250597524, 39.45686983593128], [-0.4040130832575455, 39.45686838516539], [-0.40401251960998885, 39.45686694737524], [-0.404011893785253, 39.4568655253131], [-0.4040112068776011, 39.45686412080518], [-0.4040104576589623, 39.45686273562582], [-0.40400964841818754, 39.456861370727054], [-0.40400877908836846, 39.456860027909116], [-0.4040078519249316, 39.45685870902415], [-0.4040068680555707, 39.45685741499827], [-0.40400582741338514, 39.456856147631726], [-0.4040047322537574, 39.45685490877668], [-0.40400358254326535, 39.45685369933323], [-0.4040023805372912, 39.45685252115356], [-0.4040011285581765, 39.456851374289535], [-0.40399982647208144, 39.45685026234169], [-0.4039984754736333, 39.45684918443584], [-0.40399707894593706, 39.4568481433502], [-0.40380482830246583, 39.45676108469037], [-0.4037974497668693, 39.45675787037206], [-0.4037899362437783, 39.45675484853], [-0.4037822968551275, 39.45675202387233], [-0.40377454085668246, 39.45674939750674], [-0.4037666750480559, 39.45674697408946], [-0.4037587086180527, 39.456744756528444], [-0.4037506520170655, 39.456742745057056], [-0.4037425132058254, 39.45674094435758], [-0.40373430027892365, 39.45673935551165], [-0.40372602481440495, 39.456737979678834], [-0.40371769367877597, 39.45673681971514], [-0.4037093173223694, 39.456735875854], [-0.40370090500094435, 39.456735149203034], [-0.4036924671313687, 39.45673464089585], [-0.4036840106470505, 39.45673435198822], [-0.4036179425302768, 39.45673332831578], [-0.4035807565168493, 39.45673268317134], [-0.40354359394207245, 39.4567314700801]], ""type"": ""LineString""}";39.456781732026734, -0.4038057475612439
1;35608;30.801598374216283;"{""coordinates"": [[-0.408149561699864, 39.46094577637648], [-0.40814863197202755, 39.460941391754176], [-0.4081475258625881, 39.46093703112577], [-0.40814624084865786, 39.46093269984033], [-0.40814478137474686, 39.46092840340228], [-0.40814314621284237, 39.46092414358597], [-0.4081413397740322, 39.46091992679599], [-0.40813936079688795, 39.46091575570684], [-0.4081372137259213, 39.460911635822946], [-0.40813489962215765, 39.46090756987064], [-0.40813356965863556, 39.46090542042762], [-0.4081321524277089, 39.46090330507386], [-0.40813064905721674, 39.46090122473534], [-0.40812906173598845, 39.46089918306442], [-0.4081273915584411, 39.460897181887276], [-0.40812563965241117, 39.46089522212993], [-0.40812380940135506, 39.46089330657052], [-0.40812110661662876, 39.46089066345651], [-0.4081182931648836, 39.460888089945215], [-0.4081153711681534, 39.460885591489266], [-0.40811234294889875, 39.46088316814048], [-0.4081092141462247, 39.460880824528985], [-0.4081059858545515, 39.460878562481014], [-0.40810266377980925, 39.460876384826406], [-0.40809925017763604, 39.460874293417255], [-0.40809574846490654, 39.46087229013151], [-0.4080921643141253, 39.46087037869925], [-0.4080884988531171, 39.46086856004646], [-0.40808475894903, 39.460866837028966], [-0.4080809468909152, 39.46086521059867], [-0.40807706725684895, 39.46086368265948], [-0.40807312462493717, 39.460862255115195], [-0.408069123573265, 39.46086092986971], [-0.40806413193219765, 39.46085942757982], [-0.4080590761239769, 39.460858057189675], [-0.4080539642103942, 39.46085682068081], [-0.40804880080291517, 39.460855719057015], [-0.40804359280208874, 39.46085475427389], [-0.40803834488622154, 39.46085392553491], [-0.4080330638890181, 39.46085323659603], [-0.40802775684466264, 39.46085268581231], [-0.408022427169989, 39.46085227506174], [-0.4080170841548151, 39.460852004551505], [-0.4080117312827962, 39.46085187435931], [-0.40800637552128277, 39.46085188464052], [-0.40800102380422576, 39.46085203645067], [-0.40799568200456526, 39.46085232811896], [-0.40799035592840316, 39.4608527597749], [-0.4079850513818806, 39.460853331547995], [-0.40797977536575114, 39.46085404269345], [-0.4079745337529553, 39.46085489154053], [-0.40797227370908024, 39.46085531860465], [-0.40797003365709694, 39.46085580196949], [-0.4079678158860669, 39.46085634258696], [-0.40796562046277657, 39.46085693865684], [-0.40796345203217826, 39.46085759028265], [-0.4079613117888822, 39.46085829659023], [-0.4079592032834171, 39.460859055856936], [-0.4079442282316717, 39.4608644469959], [-0.4079290328088286, 39.46086945034173], [-0.40792562467833104, 39.46087046800457], [-0.40792217350646, 39.460871392817076], [-0.4079186827769142, 39.46087222485687], [-0.40791515723486604, 39.46087296152723], [-0.4079116003306034, 39.46087360380591], [-0.40790801680931454, 39.46087414909611], [-0.4079044113159283, 39.46087459750141], [-0.4079007873675561, 39.46087494819941], [-0.40789715077038025, 39.46087520131958], [-0.4078935038802741, 39.46087535601357], [-0.4078898525034317, 39.4608754124109], [-0.4078862012847609, 39.46087537061513], [-0.4078825537079955, 39.46087523070399], [-0.40787891561270795, 39.46087499190682], [-0.407875289254548, 39.46087465607572], [-0.407871680506508, 39.46087422153989], [-0.4078680939132932, 39.46087369110336], [-0.4078645329920179, 39.46087306394369], [-0.40786100235421696, 39.46087234106463], [-0.4078609977427032, 39.46087234006089]], ""type"": ""LineString""}";39.46087456557406, -0.40802114196992906
1;35612;312.337750710134;"{""coordinates"": [[-0.4059774226428768, 39.45832467059047], [-0.4059772646928637, 39.45832779674061], [-0.40597724492406007, 39.458330925974906], [-0.405977365859468, 39.458334052944345], [-0.4059776241158188, 39.45833717487075], [-0.4059780221158312, 39.458340289105536], [-0.4059785577377339, 39.458343390196035], [-0.40597923111528955, 39.45834647454168], [-0.40598004118761744, 39.45834953941617], [-0.4059809869272865, 39.45835258119299], [-0.40598206730686, 39.458355596245674], [-0.4059832813323346, 39.45835858004763], [-0.405984626781647, 39.45836152984656], [-0.4066871119737345, 39.4595116610623], [-0.4068731474214771, 39.45983907848721], [-0.40718685631058166, 39.46035752180867], [-0.40749676635619675, 39.460876795754984]], ""type"": ""LineString""}";39.459601222188546, -0.40673368814711885
1;35619;659.0554045543231;"{""coordinates"": [[-0.40744182695558273, 39.48028964351123], [-0.4074405279315877, 39.48027394817811], [-0.4070620113415793, 39.47845746334078], [-0.4062968002082018, 39.47487746963147], [-0.406281402841151, 39.474807457964786], [-0.40625626773318163, 39.47471358256881], [-0.4061574984857529, 39.47444067521645]], ""type"": ""LineString""}";39.477358593520236, -0.40682429682862015
